	id	relative time	ip src	ip dest	src port	dst_port	epoch time	interval
568	891	475.408689	192.168.11.248	192.168.11.111	2404	56693	1544718225.320484	8.004063
569	893	477.435419	192.168.11.111	192.168.11.248	56693	2404	1544718227.347214	2.02673
570	895	483.05940899999996	192.168.11.248	192.168.11.111	2404	56693	1544718232.9712038	5.62399
571	897	485.212546	192.168.11.248	192.168.11.111	2404	56693	1544718235.124341	2.153137
572	901	488.61330599999997	192.168.11.248	192.168.11.111	2404	56693	1544718238.5251012	3.40076
573	903	491.213904	192.168.11.248	192.168.11.111	2404	56693	1544718241.1256988	2.6005979999999997
574	905	493.23894299999995	192.168.11.111	192.168.11.248	56693	2404	1544718243.150738	2.025039
575	907	493.81404100000003	192.168.11.248	192.168.11.111	2404	56693	1544718243.7258363	0.575098
576	909	498.814499	192.168.11.248	192.168.11.111	2404	56693	1544718248.726294	5.000458
577	913	501.614863	192.168.11.248	192.168.11.111	2404	56693	1544718251.5266578	2.800364
578	917	503.628297	192.168.11.111	192.168.11.248	56693	2404	1544718253.5400922	2.013434
579	919	504.41525199999995	192.168.11.248	192.168.11.111	2404	56693	1544718254.327047	0.7869550000000001
580	921	508.01610700000003	192.168.11.248	192.168.11.111	2404	56693	1544718257.927902	3.600855
581	923	511.81769800000006	192.168.11.248	192.168.11.111	2404	56693	1544718261.7294931	3.801591
582	927	514.84547	192.168.11.111	192.168.11.248	56693	2404	1544718264.7572649	3.027772
583	929	515.819458	192.168.11.248	192.168.11.111	2404	56693	1544718265.7312531	0.973988
584	931	518.637538	192.168.11.248	192.168.11.111	2404	56693	1544718268.549333	2.81808
585	933	525.735054	192.168.11.111	192.168.11.248	56693	2404	1544718275.646849	7.097516000000001
586	935	529.023962	192.168.11.248	192.168.11.111	2404	56693	1544718278.9357572	3.288908
587	937	532.224109	192.168.11.248	192.168.11.111	2404	56693	1544718282.135904	3.2001470000000003
588	939	534.668853	192.168.11.248	192.168.11.111	2404	56693	1544718284.580648	2.444744
589	941	536.4235679999999	192.168.11.248	192.168.11.111	2404	56693	1544718286.335363	1.7547150000000002
590	945	539.463767	192.168.11.111	192.168.11.248	56693	2404	1544718289.375562	3.0401990000000003
591	947	547.82025	192.168.11.248	192.168.11.111	2404	56693	1544718297.7320452	8.356483
592	949	552.01905	192.168.11.248	192.168.11.111	2404	56693	1544718301.930845	4.1988
593	951	555.018456	192.168.11.248	192.168.11.111	2404	56693	1544718304.930251	2.999406
594	953	558.058642	192.168.11.111	192.168.11.248	56693	2404	1544718307.970437	3.0401860000000003
595	955	559.017871	192.168.11.248	192.168.11.111	2404	56693	1544718308.9296658	0.9592290000000001
596	959	569.150985	192.168.11.111	192.168.11.248	56693	2404	1544718319.0627801	10.133113999999999
597	961	573.41891	192.168.11.248	192.168.11.111	2404	56693	1544718323.330705	4.267925
598	963	580.2657780000001	192.168.11.248	192.168.11.111	2404	56693	1544718330.1775732	6.846868
599	965	583.3019400000001	192.168.11.111	192.168.11.248	56693	2404	1544718333.213735	3.036162
600	967	583.820846	192.168.11.248	192.168.11.111	2404	56693	1544718333.732641	0.5189060000000001
601	971	588.421882	192.168.11.248	192.168.11.111	2404	56693	1544718338.333677	4.601036
602	973	591.2228299999999	192.168.11.248	192.168.11.111	2404	56693	1544718341.134625	2.800948
603	975	594.253883	192.168.11.111	192.168.11.248	56693	2404	1544718344.165678	3.031053
604	977	594.623739	192.168.11.248	192.168.11.111	2404	56693	1544718344.5355341	0.369856
605	979	597.424667	192.168.11.248	192.168.11.111	2404	56693	1544718347.336462	2.800928
606	981	601.4257230000001	192.168.11.248	192.168.11.111	2404	56693	1544718351.337518	4.001056
607	983	604.426087	192.168.11.248	192.168.11.111	2404	56693	1544718354.3378818	3.000364
608	985	605.439869	192.168.11.111	192.168.11.248	56693	2404	1544718355.351664	1.013782
609	989	610.026488	192.168.11.248	192.168.11.111	2404	56693	1544718359.938283	4.586619000000001
610	991	613.226566	192.168.11.248	192.168.11.111	2404	56693	1544718363.138361	3.200078
611	993	615.626552	192.168.11.248	192.168.11.111	2404	56693	1544718365.5383468	2.399986
612	995	618.226576	192.168.11.248	192.168.11.111	2404	56693	1544718368.138371	2.6000240000000003
613	998	620.2439519999999	192.168.11.111	192.168.11.248	56693	2404	1544718370.155747	2.017376
614	1000	620.8524679999999	192.168.11.248	192.168.11.111	2404	56693	1544718370.7642632	0.608516
615	1005	624.626016	192.168.11.248	192.168.11.111	2404	56693	1544718374.5378108	3.7735480000000003
616	1007	626.4260009999999	192.168.11.248	192.168.11.111	2404	56693	1544718376.3377957	1.799985
617	1009	629.026135	192.168.11.248	192.168.11.111	2404	56693	1544718378.9379299	2.600134
618	1011	631.038978	192.168.11.111	192.168.11.248	56693	2404	1544718380.9507732	2.012843
619	1013	631.425893	192.168.11.248	192.168.11.111	2404	56693	1544718381.337688	0.386915
620	1017	635.88643	192.168.11.248	192.168.11.111	2404	56693	1544718385.798225	4.460537
621	1019	640.425363	192.168.11.248	192.168.11.111	2404	56693	1544718390.337158	4.538933
622	1021	641.429328	192.168.11.111	192.168.11.248	56693	2404	1544718391.3411229	1.003965
623	1023	649.224582	192.168.11.248	192.168.11.111	2404	56693	1544718399.1363769	7.795253999999999
624	1025	656.4286089999999	192.168.11.248	192.168.11.111	2404	56693	1544718406.3404038	7.204027000000001
625	1027	658.43242	192.168.11.248	192.168.11.111	2404	56693	1544718408.3442152	2.0038110000000002
626	1029	659.432384	192.168.11.111	192.168.11.248	56693	2404	1544718409.344179	0.999964
627	1033	661.626025	192.168.11.248	192.168.11.111	2404	56693	1544718411.53782	2.193641
628	1035	665.02708	192.168.11.248	192.168.11.111	2404	56693	1544718414.938875	3.4010550000000004
629	1037	668.228167	192.168.11.248	192.168.11.111	2404	56693	1544718418.139962	3.201087
630	1039	670.457051	192.168.11.248	192.168.11.111	2404	56693	1544718420.3688462	2.228884
631	1041	671.4617860000001	192.168.11.111	192.168.11.248	56693	2404	1544718421.3735812	1.004735
632	1043	676.229884	192.168.11.248	192.168.11.111	2404	56693	1544718426.141679	4.768098
633	1045	680.477903	192.168.11.248	192.168.11.111	2404	56693	1544718430.389698	4.248019
634	1047	683.830299	192.168.11.248	192.168.11.111	2404	56693	1544718433.742094	3.3523959999999997
635	1051	685.84565	192.168.11.111	192.168.11.248	56693	2404	1544718435.757445	2.015351
636	1053	686.493043	192.168.11.248	192.168.11.111	2404	56693	1544718436.404838	0.647393
637	1055	688.830411	192.168.11.248	192.168.11.111	2404	56693	1544718438.742206	2.337368
638	1057	691.230459	192.168.11.248	192.168.11.111	2404	56693	1544718441.142254	2.400048
639	1059	694.0308610000001	192.168.11.248	192.168.11.111	2404	56693	1544718443.942656	2.800402
640	1061	696.0478400000001	192.168.11.111	192.168.11.248	56693	2404	1544718445.9596348	2.016979
641	1063	699.0313160000001	192.168.11.248	192.168.11.111	2404	56693	1544718448.943111	2.983476
642	1065	706.635398	192.168.11.248	192.168.11.111	2404	56693	1544718456.547193	7.604082000000001
643	1067	708.652376	192.168.11.111	192.168.11.248	56693	2404	1544718458.5641708	2.016978
644	1069	709.236397	192.168.11.248	192.168.11.111	2404	56693	1544718459.148192	0.584021
645	1071	709.4482730000001	192.168.11.248	192.168.11.111	2404	56693	1544718459.3600678	0.211876
646	1077	713.435631	192.168.11.248	192.168.11.111	2404	56693	1544718463.347426	3.987358
647	1080	716.4359509999999	192.168.11.248	192.168.11.111	2404	56693	1544718466.347746	3.00032
648	1083	719.43827	192.168.11.248	192.168.11.111	2404	56693	1544718469.350065	3.002319
649	1085	719.836062	192.168.11.248	192.168.11.111	2404	56693	1544718469.7478569	0.39779200000000003
650	1087	720.836747	192.168.11.111	192.168.11.248	56693	2404	1544718470.748542	1.000685
651	1089	722.065825	192.168.11.248	192.168.11.111	2404	56693	1544718471.97762	1.2290780000000001
652	1091	725.436004	192.168.11.248	192.168.11.111	2404	56693	1544718475.347799	3.3701790000000003
653	1094	732.521922	192.168.11.111	192.168.11.248	56693	2404	1544718482.433717	7.0859179999999995
654	1096	733.235728	192.168.11.248	192.168.11.111	2404	56693	1544718483.147523	0.713806
655	1098	735.8354969999999	192.168.11.248	192.168.11.111	2404	56693	1544718485.747292	2.5997689999999998
656	1105	742.235466	192.168.11.248	192.168.11.111	2404	56693	1544718492.1472611	6.3999690000000005
657	1109	743.238919	192.168.11.111	192.168.11.248	56693	2404	1544718493.150714	1.0034530000000002
658	1111	745.4352759999999	192.168.11.248	192.168.11.111	2404	56693	1544718495.347071	2.196357
659	1113	751.837317	192.168.11.248	192.168.11.111	2404	56693	1544718501.749112	6.4020410000000005
660	1115	755.890255	192.168.11.111	192.168.11.248	56693	2404	1544718505.8020499	4.052938
661	1117	757.434651	192.168.11.248	192.168.11.111	2404	56693	1544718507.346446	1.5443959999999999
662	1121	763.234062	192.168.11.248	192.168.11.111	2404	56693	1544718513.1458569	5.799411
663	1123	767.279006	192.168.11.111	192.168.11.248	56693	2404	1544718517.190801	4.044944
664	1125	769.033619	192.168.11.248	192.168.11.111	2404	56693	1544718518.945414	1.7546130000000002
665	1127	774.233471	192.168.11.248	192.168.11.111	2404	56693	1544718524.1452658	5.199852
666	1130	779.292782	192.168.11.111	192.168.11.248	56693	2404	1544718529.204577	5.059311
667	1132	780.43317	192.168.11.248	192.168.11.111	2404	56693	1544718530.3449652	1.140388
668	1134	781.43282	192.168.11.248	192.168.11.111	2404	56693	1544718531.344615	0.99965
669	1138	784.832586	192.168.11.248	192.168.11.111	2404	56693	1544718534.7443812	3.3997660000000005
670	1140	790.914537	192.168.11.111	192.168.11.248	56693	2404	1544718540.826332	6.081951
671	1142	799.232489	192.168.11.248	192.168.11.111	2404	56693	1544718549.1442842	8.317952
672	1144	801.8310650000001	192.168.11.248	192.168.11.111	2404	56693	1544718551.74286	2.598576
673	1146	808.916612	192.168.11.111	192.168.11.248	56693	2404	1544718558.828407	7.085547
674	1148	809.631111	192.168.11.248	192.168.11.111	2404	56693	1544718559.5429058	0.714499
675	1150	812.631233	192.168.11.248	192.168.11.111	2404	56693	1544718562.5430279	3.000122
676	1154	815.631079	192.168.11.248	192.168.11.111	2404	56693	1544718565.5428739	2.999846
677	1156	819.681384	192.168.11.111	192.168.11.248	56693	2404	1544718569.593179	4.050305000000001
678	1158	826.287075	192.168.11.248	192.168.11.111	2404	56693	1544718576.1988702	6.605691
679	1160	827.830076	192.168.11.248	192.168.11.111	2404	56693	1544718577.741871	1.543001
680	1162	830.429568	192.168.11.248	192.168.11.111	2404	56693	1544718580.341363	2.5994919999999997
681	1164	833.028911	192.168.11.248	192.168.11.111	2404	56693	1544718582.940706	2.599343
682	1166	836.061046	192.168.11.111	192.168.11.248	56693	2404	1544718585.972841	3.032135
683	1168	836.427796	192.168.11.248	192.168.11.111	2404	56693	1544718586.339591	0.36675
684	1172	840.226673	192.168.11.248	192.168.11.111	2404	56693	1544718590.1384678	3.7988769999999996
685	1174	841.4267679999999	192.168.11.248	192.168.11.111	2404	56693	1544718591.338563	1.2000950000000001
686	1176	846.0256400000001	192.168.11.248	192.168.11.111	2404	56693	1544718595.937435	4.598872
687	1178	847.028624	192.168.11.111	192.168.11.248	56693	2404	1544718596.940419	1.002984
688	1180	848.024582	192.168.11.248	192.168.11.111	2404	56693	1544718597.936377	0.995958
689	1182	852.6232269999999	192.168.11.248	192.168.11.111	2404	56693	1544718602.535022	4.598644999999999
690	1184	855.848994	192.168.11.248	192.168.11.111	2404	56693	1544718605.7607892	3.225767
691	1186	857.872401	192.168.11.111	192.168.11.248	56693	2404	1544718607.784196	2.023407
692	1194	870.8177039999999	192.168.11.248	192.168.11.111	2404	56693	1544718620.7294989	12.945303
693	1196	873.617734	192.168.11.248	192.168.11.111	2404	56693	1544718623.5295289	2.80003
694	1198	877.303448	192.168.11.248	192.168.11.111	2404	56693	1544718627.2152429	3.685714
695	1199	877.303817	192.168.11.111	192.168.11.248	56693	2404	1544718627.2156122	0.00036899999999999997
696	1201	879.816631	192.168.11.248	192.168.11.111	2404	56693	1544718629.728426	2.512814
697	1203	880.820551	192.168.11.111	192.168.11.248	56693	2404	1544718630.7323458	1.0039200000000001
698	1205	883.016281	192.168.11.248	192.168.11.111	2404	56693	1544718632.9280763	2.1957299999999997
699	1207	885.217384	192.168.11.248	192.168.11.111	2404	56693	1544718635.1291788	2.201103
700	1211	888.8171880000001	192.168.11.248	192.168.11.111	2404	56693	1544718638.728983	3.5998040000000002
701	1213	892.8644929999999	192.168.11.111	192.168.11.248	56693	2404	1544718642.776288	4.047305000000001
702	1215	901.8157669999999	192.168.11.248	192.168.11.111	2404	56693	1544718651.727562	8.951274
703	1217	902.447573	192.168.11.248	192.168.11.111	2404	56693	1544718652.359368	0.6318060000000001
704	1219	908.460414	192.168.11.248	192.168.11.111	2404	56693	1544718658.372209	6.012841000000001
705	1221	911.468404	192.168.11.248	192.168.11.111	2404	56693	1544718661.380199	3.00799
706	1223	912.302093	192.168.11.248	192.168.11.111	2404	56693	1544718662.213888	0.8336889999999999
707	1224	912.302345	192.168.11.111	192.168.11.248	56693	2404	1544718662.2141402	0.000252
708	1226	913.302151	192.168.11.111	192.168.11.248	56693	2404	1544718663.2139459	0.999806
709	1230	914.6136759999999	192.168.11.248	192.168.11.111	2404	56693	1544718664.525471	1.311525
710	1232	919.6133699999999	192.168.11.248	192.168.11.111	2404	56693	1544718669.525165	4.999694
711	1234	924.675292	192.168.11.111	192.168.11.248	56693	2404	1544718674.5870872	5.061922
712	1236	930.612043	192.168.11.248	192.168.11.111	2404	56693	1544718680.523838	5.936751
713	1238	933.810948	192.168.11.248	192.168.11.111	2404	56693	1544718683.722743	3.198905
714	1240	937.410874	192.168.11.248	192.168.11.111	2404	56693	1544718687.322669	3.5999260000000004
715	1244	940.4097720000001	192.168.11.248	192.168.11.111	2404	56693	1544718690.321567	2.998898
716	1246	941.414728	192.168.11.111	192.168.11.248	56693	2404	1544718691.3265228	1.004956
717	1248	946.8086599999999	192.168.11.248	192.168.11.111	2404	56693	1544718696.720455	5.393932
718	1250	949.20841	192.168.11.248	192.168.11.111	2404	56693	1544718699.1202052	2.39975
719	1252	951.407343	192.168.11.248	192.168.11.111	2404	56693	1544718701.3191378	2.1989330000000002
720	1254	951.618202	192.168.11.248	192.168.11.111	2404	56693	1544718701.529997	0.21085900000000002
721	1256	954.0562800000001	192.168.11.248	192.168.11.111	2404	56693	1544718703.9680748	2.438078
722	1258	957.094449	192.168.11.111	192.168.11.248	56693	2404	1544718707.006244	3.038169
723	1262	963.2052960000001	192.168.11.248	192.168.11.111	2404	56693	1544718713.117091	6.110847
724	1264	963.413539	192.168.11.248	192.168.11.111	2404	56693	1544718713.325334	0.20824299999999998
725	1266	968.403952	192.168.11.248	192.168.11.111	2404	56693	1544718718.3157468	4.990412999999999
726	1268	973.00182	192.168.11.248	192.168.11.111	2404	56693	1544718722.913615	4.597868
727	1270	974.005475	192.168.11.111	192.168.11.248	56693	2404	1544718723.9172702	1.003655
728	1272	976.00082	192.168.11.248	192.168.11.111	2404	56693	1544718725.912615	1.9953450000000001
729	1278	984.1997220000001	192.168.11.248	192.168.11.111	2404	56693	1544718734.1115172	8.198902
730	1280	986.2210380000001	192.168.11.111	192.168.11.248	56693	2404	1544718736.132833	2.021316
731	1282	986.799449	192.168.11.248	192.168.11.111	2404	56693	1544718736.711244	0.578411
732	1284	988.799392	192.168.11.248	192.168.11.111	2404	56693	1544718738.711187	1.999943
733	1288	992.998465	192.168.11.248	192.168.11.111	2404	56693	1544718742.9102597	4.199073
734	1290	997.047226	192.168.11.111	192.168.11.248	56693	2404	1544718746.959021	4.048761
735	1292	997.1972099999999	192.168.11.248	192.168.11.111	2404	56693	1544718747.1090052	0.14998399999999998
736	1294	1005.1941029999999	192.168.11.248	192.168.11.111	2404	56693	1544718755.105898	7.996892999999999
737	1296	1007.218229	192.168.11.111	192.168.11.248	56693	2404	1544718757.130024	2.024126
738	1298	1011.3918550000001	192.168.11.248	192.168.11.111	2404	56693	1544718761.30365	4.1736260000000005
739	1302	1014.389888	192.168.11.248	192.168.11.111	2404	56693	1544718764.301683	2.9980330000000004
740	1304	1021.4773279999999	192.168.11.111	192.168.11.248	56693	2404	1544718771.389123	7.087439999999999
741	1306	1024.3864859999999	192.168.11.248	192.168.11.111	2404	56693	1544718774.298281	2.909158
742	1308	1031.9841720000002	192.168.11.248	192.168.11.111	2404	56693	1544718781.895967	7.597686
743	1310	1034.0039	192.168.11.111	192.168.11.248	56693	2404	1544718783.915695	2.0197279999999997
744	1312	1035.983191	192.168.11.248	192.168.11.111	2404	56693	1544718785.894986	1.979291
745	1316	1039.38213	192.168.11.248	192.168.11.111	2404	56693	1544718789.293925	3.398939
746	1318	1041.5809570000001	192.168.11.248	192.168.11.111	2404	56693	1544718791.492752	2.198827
747	1320	1044.980788	192.168.11.248	192.168.11.111	2404	56693	1544718794.8925831	3.399831
748	1322	1045.984436	192.168.11.111	192.168.11.248	56693	2404	1544718795.896231	1.0036479999999999
749	1324	1048.179932	192.168.11.248	192.168.11.111	2404	56693	1544718798.091727	2.195496
750	1326	1049.979698	192.168.11.248	192.168.11.111	2404	56693	1544718799.891493	1.799766
751	1328	1058.089838	192.168.11.111	192.168.11.248	56693	2404	1544718808.001633	8.11014
752	1332	1063.3773310000001	192.168.11.248	192.168.11.111	2404	56693	1544718813.2891262	5.287493
753	1334	1067.801009	192.168.11.248	192.168.11.111	2404	56693	1544718817.7128038	4.423678
754	1336	1072.375042	192.168.11.248	192.168.11.111	2404	56693	1544718822.286837	4.574033
755	1338	1073.37755	192.168.11.111	192.168.11.248	56693	2404	1544718823.289345	1.002508
756	1340	1079.972027	192.168.11.248	192.168.11.111	2404	56693	1544718829.883822	6.594477
757	1342	1085.369823	192.168.11.248	192.168.11.111	2404	56693	1544718835.2816179	5.397796
758	1344	1086.168592	192.168.11.248	192.168.11.111	2404	56693	1544718836.0803869	0.798769
759	1346	1089.167641	192.168.11.248	192.168.11.111	2404	56693	1544718839.079436	2.9990490000000003
760	1348	1090.179365	192.168.11.111	192.168.11.248	56693	2404	1544718840.09116	1.011724
761	1352	1091.967579	192.168.11.248	192.168.11.111	2404	56693	1544718841.879374	1.788214
762	1354	1096.566421	192.168.11.248	192.168.11.111	2404	56693	1544718846.478216	4.598841999999999
763	1358	1101.3720119999998	192.168.11.248	192.168.11.111	2404	56693	1544718851.283807	4.805591000000001
764	1361	1102.378318	192.168.11.111	192.168.11.248	56693	2404	1544718852.290113	1.006306
765	1364	1105.765017	192.168.11.248	192.168.11.111	2404	56693	1544718855.6768122	3.3866989999999997
766	1366	1111.564938	192.168.11.248	192.168.11.111	2404	56693	1544718861.4767332	5.799921
767	1368	1114.963808	192.168.11.248	192.168.11.111	2404	56693	1544718864.875603	3.3988699999999996
768	1370	1115.965667	192.168.11.111	192.168.11.248	56693	2404	1544718865.8774621	1.001859
769	1374	1121.4135390000001	192.168.11.248	192.168.11.111	2404	56693	1544718871.325334	5.447872
770	1376	1125.761599	192.168.11.248	192.168.11.111	2404	56693	1544718875.673394	4.34806
771	1378	1130.760292	192.168.11.248	192.168.11.111	2404	56693	1544718880.672087	4.998693
772	1380	1131.769119	192.168.11.111	192.168.11.248	56693	2404	1544718881.680914	1.0088270000000001
773	1386	1146.352925	192.168.11.248	192.168.11.111	2404	56693	1544718896.26472	14.583806
774	1388	1149.152041	192.168.11.248	192.168.11.111	2404	56693	1544718899.063836	2.799116
775	1392	1151.293991	192.168.11.248	192.168.11.111	2404	56693	1544718901.205786	2.14195
776	1393	1151.294359	192.168.11.111	192.168.11.248	56693	2404	1544718901.2061539	0.000368
777	1395	1152.749843	192.168.11.248	192.168.11.111	2404	56693	1544718902.661638	1.455484
778	1398	1155.989274	192.168.11.248	192.168.11.111	2404	56693	1544718905.9010692	3.239431
779	1400	1156.993819	192.168.11.111	192.168.11.248	56693	2404	1544718906.9056141	1.004545
780	1402	1159.346475	192.168.11.248	192.168.11.111	2404	56693	1544718909.25827	2.352656
781	1404	1163.1456779999999	192.168.11.248	192.168.11.111	2404	56693	1544718913.057473	3.799203
782	1406	1167.143606	192.168.11.248	192.168.11.111	2404	56693	1544718917.0554008	3.997928
783	1408	1169.1615789999998	192.168.11.111	192.168.11.248	56693	2404	1544718919.073374	2.017973
784	1411	1173.141333	192.168.11.248	192.168.11.111	2404	56693	1544718923.053128	3.9797540000000002
785	1415	1174.9410460000001	192.168.11.248	192.168.11.111	2404	56693	1544718924.852841	1.7997130000000001
786	1417	1178.14017	192.168.11.248	192.168.11.111	2404	56693	1544718928.0519652	3.1991240000000003
787	1419	1181.7398460000002	192.168.11.248	192.168.11.111	2404	56693	1544718931.651641	3.599676
788	1421	1182.749884	192.168.11.111	192.168.11.248	56693	2404	1544718932.661679	1.010038
789	1423	1185.938909	192.168.11.248	192.168.11.111	2404	56693	1544718935.850704	3.189025
790	1425	1190.937587	192.168.11.248	192.168.11.111	2404	56693	1544718940.8493822	4.998678
791	1427	1193.336526	192.168.11.248	192.168.11.111	2404	56693	1544718943.248321	2.398939
792	1429	1195.3365880000001	192.168.11.248	192.168.11.111	2404	56693	1544718945.248383	2.000062
793	1431	1196.3383789999998	192.168.11.111	192.168.11.248	56693	2404	1544718946.250174	1.0017909999999999
794	1433	1197.580416	192.168.11.248	192.168.11.111	2404	56693	1544718947.4922109	1.242037
795	1438	1203.933547	192.168.11.248	192.168.11.111	2404	56693	1544718953.8453422	6.353130999999999
796	1440	1207.332331	192.168.11.248	192.168.11.111	2404	56693	1544718957.244126	3.3987839999999996
797	1442	1208.334388	192.168.11.111	192.168.11.248	56693	2404	1544718958.2461832	1.002057
798	1444	1208.932123	192.168.11.248	192.168.11.111	2404	56693	1544718958.843918	0.597735
799	1446	1213.529028	192.168.11.248	192.168.11.111	2404	56693	1544718963.440823	4.5969050000000005
800	1448	1218.584541	192.168.11.111	192.168.11.248	56693	2404	1544718968.496336	5.0555129999999995
801	1456	1229.320659	192.168.11.248	192.168.11.111	2404	56693	1544718979.232454	10.736118
802	1458	1231.719457	192.168.11.248	192.168.11.111	2404	56693	1544718981.6312518	2.3987979999999998
803	1460	1235.717299	192.168.11.248	192.168.11.111	2404	56693	1544718985.6290941	3.997842
804	1462	1237.517413	192.168.11.248	192.168.11.111	2404	56693	1544718987.429208	1.800114
805	1464	1238.29144	192.168.11.248	192.168.11.111	2404	56693	1544718988.203235	0.774027
806	1465	1238.29165	192.168.11.111	192.168.11.248	56693	2404	1544718988.2034452	0.00021
807	1467	1239.304764	192.168.11.111	192.168.11.248	56693	2404	1544718989.216559	1.0131139999999998
808	1469	1239.916295	192.168.11.248	192.168.11.111	2404	56693	1544718989.82809	0.611531
809	1471	1242.9162939999999	192.168.11.248	192.168.11.111	2404	56693	1544718992.828089	2.9999990000000003
810	1473	1246.116268	192.168.11.248	192.168.11.111	2404	56693	1544718996.028063	3.199974
811	1477	1250.162147	192.168.11.111	192.168.11.248	56693	2404	1544719000.0739422	4.045879
812	1479	1250.7149960000002	192.168.11.248	192.168.11.111	2404	56693	1544719000.626791	0.5528489999999999
813	1481	1257.313019	192.168.11.248	192.168.11.111	2404	56693	1544719007.2248142	6.5980229999999995
814	1483	1260.1108880000002	192.168.11.248	192.168.11.111	2404	56693	1544719010.022683	2.797869
815	1485	1261.1131050000001	192.168.11.111	192.168.11.248	56693	2404	1544719011.0248997	1.002217
816	1487	1262.720375	192.168.11.248	192.168.11.111	2404	56693	1544719012.63217	1.60727
817	1489	1266.9087220000001	192.168.11.248	192.168.11.111	2404	56693	1544719016.820517	4.188347
818	1491	1268.3087050000001	192.168.11.248	192.168.11.111	2404	56693	1544719018.2204998	1.399983
819	1493	1268.732285	192.168.11.248	192.168.11.111	2404	56693	1544719018.64408	0.42358
820	1497	1272.107501	192.168.11.248	192.168.11.111	2404	56693	1544719022.019296	3.3752160000000004
821	1499	1273.110352	192.168.11.111	192.168.11.248	56693	2404	1544719023.022147	1.002851
822	1501	1276.106407	192.168.11.248	192.168.11.111	2404	56693	1544719026.0182018	2.996055
823	1503	1283.306021	192.168.11.248	192.168.11.111	2404	56693	1544719033.217816	7.1996139999999995
824	1505	1286.106204	192.168.11.248	192.168.11.111	2404	56693	1544719036.017999	2.800183
825	1507	1287.118813	192.168.11.111	192.168.11.248	56693	2404	1544719037.030608	1.012609
826	1509	1288.306134	192.168.11.248	192.168.11.111	2404	56693	1544719038.217929	1.1873209999999998
827	1511	1295.50371	192.168.11.248	192.168.11.111	2404	56693	1544719045.415505	7.197576
828	1513	1298.3037769999999	192.168.11.248	192.168.11.111	2404	56693	1544719048.2155719	2.800067
829	1515	1299.317814	192.168.11.111	192.168.11.248	56693	2404	1544719049.229609	1.014037
830	1519	1302.702794	192.168.11.248	192.168.11.111	2404	56693	1544719052.6145892	3.38498
831	1521	1305.9025609999999	192.168.11.248	192.168.11.111	2404	56693	1544719055.8143559	3.199767
832	1523	1309.70254	192.168.11.248	192.168.11.111	2404	56693	1544719059.614335	3.799979
833	1525	1311.702297	192.168.11.248	192.168.11.111	2404	56693	1544719061.614092	1.999757
834	1527	1312.702261	192.168.11.111	192.168.11.248	56693	2404	1544719062.614056	0.999964
835	1529	1314.10133	192.168.11.248	192.168.11.111	2404	56693	1544719064.0131252	1.3990690000000001
836	1531	1314.329162	192.168.11.248	192.168.11.111	2404	56693	1544719064.240957	0.227832
837	1533	1318.337671	192.168.11.248	192.168.11.111	2404	56693	1544719068.249466	4.008508999999999
838	1535	1324.4186650000001	192.168.11.111	192.168.11.248	56693	2404	1544719074.33046	6.0809940000000005
839	1537	1327.496962	192.168.11.248	192.168.11.111	2404	56693	1544719077.4087572	3.078297
840	1541	1329.295844	192.168.11.248	192.168.11.111	2404	56693	1544719079.207639	1.7988819999999999
841	1543	1333.094852	192.168.11.248	192.168.11.111	2404	56693	1544719083.006647	3.799008
842	1545	1337.148011	192.168.11.111	192.168.11.248	56693	2404	1544719087.059806	4.053159
843	1548	1340.692384	192.168.11.248	192.168.11.111	2404	56693	1544719090.604179	3.544373
844	1552	1342.4914310000001	192.168.11.248	192.168.11.111	2404	56693	1544719092.403226	1.799047
845	1555	1349.490189	192.168.11.248	192.168.11.111	2404	56693	1544719099.401984	6.9987580000000005
846	1557	1350.50135	192.168.11.111	192.168.11.248	56693	2404	1544719100.413145	1.011161
847	1559	1352.489107	192.168.11.248	192.168.11.111	2404	56693	1544719102.400902	1.987757
848	1563	1362.622318	192.168.11.111	192.168.11.248	56693	2404	1544719112.534113	10.133211
849	1565	1364.9396880000002	192.168.11.248	192.168.11.111	2404	56693	1544719114.8514829	2.31737
850	1567	1375.071853	192.168.11.111	192.168.11.248	56693	2404	1544719124.983648	10.132164999999999
851	1569	1378.290436	192.168.11.248	192.168.11.111	2404	56693	1544719128.202231	3.218583
852	1573	1383.292186	192.168.11.248	192.168.11.111	2404	56693	1544719133.2039812	5.00175
853	1575	1388.347204	192.168.11.111	192.168.11.248	56693	2404	1544719138.258999	5.0550180000000005
854	1577	1390.2941150000001	192.168.11.248	192.168.11.111	2404	56693	1544719140.20591	1.946911
855	1579	1390.6941550000001	192.168.11.248	192.168.11.111	2404	56693	1544719140.60595	0.40004
856	1581	1398.694723	192.168.11.248	192.168.11.111	2404	56693	1544719148.606518	8.000568
857	1583	1400.717749	192.168.11.111	192.168.11.248	56693	2404	1544719150.629544	2.0230259999999998
858	1587	1406.293793	192.168.11.248	192.168.11.111	2404	56693	1544719156.2055879	5.5760440000000004
859	1589	1409.693486	192.168.11.248	192.168.11.111	2404	56693	1544719159.6052809	3.399693
860	1591	1416.787422	192.168.11.111	192.168.11.248	56693	2404	1544719166.6992168	7.093936
861	1593	1417.093347	192.168.11.248	192.168.11.111	2404	56693	1544719167.005142	0.305925
